node,cluster,x,y
Ameer_libra,1,0.25233075,10.48471
AmerGastroAssn,1,-5.0792274,-0.851734
AmerMedicalAssn,1,6.6683526,-15.174507
AmeriCanna45,0,15.09177,4.5297813
AmericaNov3,1,-5.48426,-1.0041425
AmericanLatina5,0,19.626556,-7.7215443
AmericanWomanEM,0,14.632898,5.416533
Amgen,1,-6.005084,-0.814923
AmirIqbalF,0,11.9481945,12.934419
AmirisBrown,0,13.369323,-7.300964
Amit03825982,1,2.1043255,15.772304
Amitkumar234A,1,-6.5049663,-1.5549952
Amna19977133,0,13.966216,4.984042
AmoiaSamuel,0,22.270844,7.4580245
AmvOsef,0,12.024366,-18.384037
AmyAmyChao,0,11.519824,13.0904045
AmyBuchanan19,1,1.9621835,3.9849877
AmyV333,1,-5.7240486,-1.6055487
Amyflowering,1,-5.515854,-0.70896935
An_UnCivil_War,0,25.811192,-1.9348981
AnalystHealth,0,15.161457,5.2518363
AnalyticsIMEF,1,3.4805236,-9.679164
AnamAliGodGift,1,0.50358516,11.164499
AnasQureshiAQ1,0,14.716475,5.2211456
AnasYokies,0,11.596246,12.8163805
AndGenomics,1,0.3096241,11.010798
AndKoosh,1,-6.041968,-2.664524
Anderhardt,1,-5.4395247,-1.80715
AndinoCuadras,0,14.823541,3.4556994
Andre002Nicolas,0,19.640646,-7.7494187
AndreD81,1,0.89139163,10.852649
AndreFSAmaral,0,14.007168,4.7552767
AndreaAdlerPhD,0,11.34731,0.23458348
AndreaAndreamax,1,1.9108099,4.4654427
AndreaColandrea,0,19.648647,-7.795345
AndreaGContini,0,5.4320164,7.5840764
AndreaSakurada,1,3.070613,2.4664874
AndreasHT,1,6.8215666,-15.066762
AndreasKlamm,1,-6.2103987,-2.3936267
AndrenOscar,0,14.676347,0.42667556
AndresAUrrutia,0,11.545397,13.18618
AndrewBBlasi,1,2.306911,4.387263
AndrewJMullen,0,9.228767,-1.2844555
AndrewKerr4,0,14.565257,4.4604354
AndrewLegon,1,2.8070986,4.5929747
AndrewNJohns,1,-5.5862646,-0.8339157
AndrewQuirk_,1,-6.20943,-0.5990724
